psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_03252,Health,Mental Health Awareness,Take preventive action in social support groups. Follow treatment advice from qualified professionals.,13,ACCEPT
PSA_03253,Health,Healthcare Access,Low-income families must visit a recognized health facility when medical care is needed when necessary.,15,ACCEPT
PSA_03254,Health,Healthcare Access,Support vulnerable family members in attending medical visits whenever you are in public hospitals.,14,ACCEPT
PSA_03255,Health,Disease Prevention and Control,Ensure children receive routine immunization to strengthen health screening in urban neighbourhoods.,12,ACCEPT
PSA_03256,Health,Maternal and Child Health,Prioritize maternal nutrition. Follow safe infant feeding practices.,8,ACCEPT
PSA_03257,Health,Healthcare Access,Register births and medical records through official channels to reduce the risk of high treatment costs.,16,ACCEPT
PSA_03258,Health,Healthcare Access,Follow guidance from county referral hospitals: report discrimination or denial of essential healthcare.,13,ACCEPT
PSA_03259,Health,Maternal and Child Health,Register pregnant women with the nearest health facility as advised by County Department of Health.,15,ACCEPT
PSA_03260,Health,Mental Health Awareness,Encourage open and respectful conversations about mental health to promote mental health awareness.,13,ACCEPT
PSA_03261,Health,Disease Prevention and Control,Avoid unsafe practices that increase dengue fever. Use approved sanitation facilities.,11,ACCEPT
PSA_03262,Health,Maternal and Child Health,Follow guidance from child welfare clinics: take newborns for scheduled health check-ups.,12,ACCEPT
PSA_03263,Health,Mental Health Awareness,Ministry of Health warns that burnout may affect older adults. Participate in mental health awareness programmes.,16,ACCEPT
PSA_03264,Health,Healthcare Access,Report discrimination or denial of essential healthcare. Seek official guidance from local health facilities when necessary.,16,ACCEPT
PSA_03265,Health,Disease Prevention and Control,Use trusted health information and complete all prescribed medication.,9,ACCEPT
PSA_03266,Health,Maternal and Child Health,"If you are in nutrition centres, attend all scheduled antenatal clinic visits.",12,ACCEPT
PSA_03267,Health,Maternal and Child Health,Do not rely on rumours about low birth weight. Attend postnatal care appointments.,13,ACCEPT
PSA_03268,Health,Disease Prevention and Control,"When signs of malaria appear, wash your hands regularly with soap and clean water.",14,ACCEPT
PSA_03269,Health,Disease Prevention and Control,Choose early care over delayed treatment. Wash your hands regularly with soap and clean water.,15,ACCEPT
PSA_03270,Health,Maternal and Child Health,Choose early care over delayed treatment. Monitor children for signs of illness.,12,ACCEPT
PSA_03271,Health,Healthcare Access,Support vulnerable family members in attending medical visits to promote health service access.,13,ACCEPT
PSA_03272,Health,Mental Health Awareness,Speak to a trusted adult or qualified counsellor when overwhelmed and follow verified advice from workplace wellness programmes.,18,ACCEPT
PSA_03273,Health,Healthcare Access,Register births and medical records through official channels before untreated chronic illness becomes more serious.,15,ACCEPT
PSA_03274,Health,Disease Prevention and Control,Protect public health in workplaces: notify community health workers about unusual symptoms.,12,ACCEPT
PSA_03275,Health,Disease Prevention and Control,Listen to qualified health professionals and seek medical attention when symptoms appear.,12,ACCEPT
PSA_03276,Health,Disease Prevention and Control,Seek help from local health authorities and store food safely and cook it thoroughly.,14,ACCEPT
PSA_03277,Health,Maternal and Child Health,Take action against pregnancy complications: report severe bleeding or persistent pain immediately.,12,ACCEPT
PSA_03278,Health,Disease Prevention and Control,Stay safe from COVID-19. Use insecticide-treated mosquito nets every night.,10,ACCEPT
PSA_03279,Health,Mental Health Awareness,Verified health information protects communities. Follow treatment advice from qualified professionals.,11,ACCEPT
PSA_03280,Health,Maternal and Child Health,Support prevention efforts in child welfare clinics. Deliver at a recognized health facility.,13,ACCEPT
PSA_03281,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities as part of good early diagnosis.,13,ACCEPT
PSA_03282,Health,Maternal and Child Health,"During a risk of pregnancy complications, seek advice about family planning from qualified providers.",14,ACCEPT
PSA_03283,Health,Maternal and Child Health,"For reliable advice, contact public hospitals and deliver at a recognized health facility.",13,ACCEPT
PSA_03284,Health,Public Health Campaigns,Parents must participate in community clean-up activities when necessary.,9,ACCEPT
PSA_03285,Health,Maternal and Child Health,Take responsibility for your health. Follow safe infant feeding practices.,10,ACCEPT
PSA_03286,Health,Disease Prevention and Control,Ask qualified professionals for help and wash your hands regularly with soap and clean water.,15,ACCEPT
PSA_03287,Health,Healthcare Access,Healthy communities depend on responsible action. Carry relevant health records when visiting a clinic.,14,ACCEPT
PSA_03288,Health,Mental Health Awareness,Act early to prevent substance misuse. Listen without judgment to people experiencing distress.,13,ACCEPT
PSA_03289,Health,Mental Health Awareness,Ministry of Health warns that emotional distress may affect members of the public. Avoid using harmful language about mental health.,20,ACCEPT
PSA_03290,Health,Disease Prevention and Control,Avoid close contact with people showing symptoms. Do not ignore the risk of cholera.,14,ACCEPT
PSA_03291,Health,Healthcare Access,Seek referrals through recognized health facilities to strengthen universal health coverage in county referral hospitals.,15,ACCEPT
PSA_03292,Health,Maternal and Child Health,Take newborns for scheduled health check-ups. Do not ignore the risk of delayed antenatal care.,15,ACCEPT
PSA_03293,Health,Disease Prevention and Control,Keep your community safe: avoid close contact with people showing symptoms.,11,ACCEPT
PSA_03294,Health,Mental Health Awareness,Contact a recognized health facility for professional guidance to promote community support.,12,ACCEPT
PSA_03295,Health,Disease Prevention and Control,Remove stagnant water around homes to prevent avoidable harm in health facilities.,12,ACCEPT
PSA_03296,Health,Public Health Campaigns,Help protect older adults by choosing to adopt healthy eating habits.,11,ACCEPT
PSA_03297,Health,Maternal and Child Health,Take responsibility for your health. Breastfeed infants according to health guidance.,11,ACCEPT
PSA_03298,Health,Mental Health Awareness,Maintain supportive connections with family and friends. This guidance is intended for caregivers.,13,ACCEPT
PSA_03299,Health,Healthcare Access,Avoid the dangers of incorrect medicine use: seek early medical care before symptoms become severe.,15,ACCEPT
PSA_03300,Health,Healthcare Access,Use medicines only as prescribed by qualified professionals whenever you are in public hospitals.,14,ACCEPT
PSA_03301,Health,Healthcare Access,Protect yourself from missed medical appointments: attend regular check-ups for chronic health conditions.,13,ACCEPT
PSA_03302,Health,Public Health Campaigns,"To keep health facilities safe, remain physically active according to health guidance.",12,ACCEPT
PSA_03303,Health,Mental Health Awareness,Respond quickly when health risks appear. Refer individuals to recognized support services.,12,ACCEPT
PSA_03304,Health,Mental Health Awareness,Your action matters. Participate in mental health awareness programmes.,9,ACCEPT
PSA_03305,Health,Maternal and Child Health,Community protection begins with you. Attend all scheduled antenatal clinic visits.,11,ACCEPT
PSA_03306,Health,Disease Prevention and Control,Reduce health risks in workplaces. Seek medical attention when symptoms appear.,11,ACCEPT
PSA_03307,Health,Disease Prevention and Control,Every community can reduce measles. Clean frequently touched surfaces.,9,ACCEPT
PSA_03308,Health,Mental Health Awareness,Do your part to reduce substance misuse. Report bullying to the appropriate authority.,13,ACCEPT
PSA_03309,Health,Public Health Campaigns,Protect others by making the safe choice to seek early diagnosis when symptoms persist.,14,ACCEPT
PSA_03310,Health,Disease Prevention and Control,Remove stagnant water around homes. Protect yourself and those around you.,11,ACCEPT
PSA_03311,Health,Public Health Campaigns,public health campaign teams urges school communities to reduce the consumption of harmful substances.,14,ACCEPT
PSA_03312,Health,Healthcare Access,Be alert to high treatment costs and register births and medical records through official channels.,15,ACCEPT
PSA_03313,Health,Healthcare Access,Act now for better health. Use available mobile clinics in remote areas.,12,ACCEPT
PSA_03314,Health,Maternal and Child Health,Use approved health services and ensure children receive all routine vaccinations.,11,ACCEPT
PSA_03315,Health,Healthcare Access,Use medicines only as prescribed by qualified professionals to reduce the risk of long distances to health facilities.,18,ACCEPT
PSA_03316,Health,Maternal and Child Health,Protect your health today. Attend postnatal care appointments.,8,ACCEPT
PSA_03317,Health,Mental Health Awareness,"To keep rural communities safe, avoid using harmful language about mental health.",12,ACCEPT
PSA_03318,Health,Disease Prevention and Control,Be alert to contaminated drinking water and seek medical attention when symptoms appear.,13,ACCEPT
PSA_03319,Health,Healthcare Access,Act early to prevent unlicensed healthcare providers. Use medicines only as prescribed by qualified professionals.,15,ACCEPT
